arg1,arg2,verb,sentence,verb_idx,label,lemma,pos,tag,dep,entity,entity_tag,chunk,knowledge,sentiment,sentiment_score
poland,,attack," Hitler attacked Poland on September 1 , 1939 and started World War II .",1,0,"  Hitler attack Poland on September 1 , 1939 and start World War II .",SPACE PROPN VERB PROPN ADP PROPN NUM PUNCT NUM CCONJ VERB PROPN PROPN PROPN PUNCT,"_SP NNP VBD NNP IN NNP CD , CD CC VBD NNP NNP NNP .", nsubj ROOT dobj prep pobj nummod punct nummod cc conj compound compound dobj punct,"Hitler Poland September 1 , 1939 World War II","[(' ', '_SP', 'O'), ('Hitler', 'NNP', 'B-PERSON'), ('attacked', 'VBD', 'O'), ('Poland', 'NNP', 'B-GPE'), ('on', 'IN', 'O'), ('September', 'NNP', 'B-DATE'), ('1', 'CD', 'I-DATE'), (',', ',', 'I-DATE'), ('1939', 'CD', 'I-DATE'), ('and', 'CC', 'O'), ('started', 'VBD', 'O'), ('World', 'NNP', 'B-EVENT'), ('War', 'NNP', 'I-EVENT'), ('II', 'NNP', 'I-EVENT'), ('.', '.', 'O')]","[(' Hitler', 'NP', 'Hitler'), ('Poland', 'NP', 'Poland'), ('September', 'NP', 'September'), ('World War II', 'NP', 'II')]",none,neutral,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.7845}"
ocean,,sail, We sailed the Atlantic .,1,0,  -PRON- sail the Atlantic .,SPACE PRON VERB DET PROPN PUNCT,_SP PRP VBD DT NNP ., nsubj ROOT det dobj punct,Atlantic,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('sailed', 'VBD', 'O'), ('the', 'DT', 'O'), ('Atlantic', 'NNP', 'B-LOC'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the Atlantic', 'NP', 'Atlantic')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
dress,,spot, This dress spots quickly .,2,0,  this dress spot quickly .,SPACE DET NOUN VERB ADV PUNCT,_SP DT NN VBZ RB ., det compound ROOT advmod punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('dress', 'NN', 'O'), ('spots', 'VBZ', 'O'), ('quickly', 'RB', 'O'), ('.', '.', 'O')]",[],none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
boss,,explode, The boss exploded when he heard of the resignation of the secretary .,2,1,  the boss explode when -PRON- hear of the resignation of the secretary .,SPACE DET NOUN VERB ADV PRON VERB ADP DET NOUN ADP DET NOUN PUNCT,_SP DT NN VBD WRB PRP VBD IN DT NN IN DT NN ., det nsubj ROOT advmod nsubj advcl prep det pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('boss', 'NN', 'O'), ('exploded', 'VBD', 'O'), ('when', 'WRB', 'O'), ('he', 'PRP', 'O'), ('heard', 'VBD', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('resignation', 'NN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('secretary', 'NN', 'O'), ('.', '.', 'O')]","[(' The boss', 'NP', 'boss'), ('he', 'NP', 'he'), ('the resignation', 'NP', 'resignation'), ('the secretary', 'NP', 'secretary')]",none,neutral,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
boat,,tack, The sailors decided to tack the boat .,4,0,  the sailor decide to tack the boat .,SPACE DET NOUN VERB PART VERB DET NOUN PUNCT,_SP DT NNS VBD TO VB DT NN ., det nsubj ROOT aux xcomp det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sailors', 'NNS', 'O'), ('decided', 'VBD', 'O'), ('to', 'TO', 'O'), ('tack', 'VB', 'O'), ('the', 'DT', 'O'), ('boat', 'NN', 'O'), ('.', '.', 'O')]","[(' The sailors', 'NP', 'sailors'), ('the boat', 'NP', 'boat')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
person,,transform, He transformed into a monster .,1,1,  -PRON- transform into a monster .,SPACE PRON VERB ADP DET NOUN PUNCT,_SP PRP VBD IN DT NN ., nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('transformed', 'VBD', 'O'), ('into', 'IN', 'O'), ('a', 'DT', 'O'), ('monster', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('a monster', 'NP', 'monster')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
society,,ferment, Islam is fermenting Africa .,2,1,  Islam be ferment Africa .,SPACE PROPN AUX VERB PROPN PUNCT,_SP NNP VBZ VBG NNP ., nsubj aux ROOT dobj punct,Islam Africa,"[(' ', '_SP', 'O'), ('Islam', 'NNP', 'B-ORG'), ('is', 'VBZ', 'O'), ('fermenting', 'VBG', 'O'), ('Africa', 'NNP', 'B-LOC'), ('.', '.', 'O')]","[(' Islam', 'NP', 'Islam'), ('Africa', 'NP', 'Africa')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
bike,,lock, Lock the bike to the fence !,0,0,  lock the bike to the fence !,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VB DT NN IN DT NN ., ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('Lock', 'VB', 'O'), ('the', 'DT', 'O'), ('bike', 'NN', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('fence', 'NN', 'O'), ('!', '.', 'O')]","[('the bike', 'NP', 'bike'), ('the fence', 'NP', 'fence')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
mechanism,,jam, the mechanism jammed .,2,0,  the mechanism jam .,SPACE DET NOUN VERB PUNCT,_SP DT NN VBN ., det nsubj ROOT punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('mechanism', 'NN', 'O'), ('jammed', 'VBN', 'O'), ('.', '.', 'O')]","[(' the mechanism', 'NP', 'mechanism')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
witness,,pump, She pumped the witnesses for information .,1,1,  -PRON- pump the witness for information .,SPACE PRON VERB DET NOUN ADP NOUN PUNCT,_SP PRP VBD DT NNS IN NN ., nsubj ROOT det dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('pumped', 'VBD', 'O'), ('the', 'DT', 'O'), ('witnesses', 'NNS', 'O'), ('for', 'IN', 'O'), ('information', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('the witnesses', 'NP', 'witnesses'), ('information', 'NP', 'information')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
dress,,mold, The dress molds her beautiful figure .,2,1,  the dress mold -PRON- beautiful figure .,SPACE DET NOUN VERB DET ADJ NOUN PUNCT,_SP DT NN VBZ PRP$ JJ NN ., det nsubj ROOT poss amod dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('dress', 'NN', 'O'), ('molds', 'VBZ', 'O'), ('her', 'PRP$', 'O'), ('beautiful', 'JJ', 'O'), ('figure', 'NN', 'O'), ('.', '.', 'O')]","[(' The dress', 'NP', 'dress'), ('her beautiful figure', 'NP', 'figure')]",none,neutral,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.5994}"
woman,,push," "" Now push hard "" , said the doctor to the woman .",2,0,"  "" now push hard "" , say the doctor to the woman .",SPACE PUNCT ADV VERB ADV PUNCT PUNCT VERB DET NOUN ADP DET NOUN PUNCT,"_SP `` RB VB RB '' , VBD DT NN IN DT NN .", punct advmod ccomp advmod punct punct ROOT det nsubj prep det pobj punct,,"[(' ', '_SP', 'O'), ('""', '``', 'O'), ('Now', 'RB', 'O'), ('push', 'VB', 'O'), ('hard', 'RB', 'O'), ('""', ""''"", 'O'), (',', ',', 'O'), ('said', 'VBD', 'O'), ('the', 'DT', 'O'), ('doctor', 'NN', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('woman', 'NN', 'O'), ('.', '.', 'O')]","[('the doctor', 'NP', 'doctor'), ('the woman', 'NP', 'woman')]",none,neutral,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}"
bill,,stagger, She was staggered with bills after she tried to rebuild her house following the earthquake .,2,1,  -PRON- be stagger with bill after -PRON- try to rebuild -PRON- house follow the earthquake .,SPACE PRON AUX VERB ADP NOUN ADP PRON VERB PART VERB DET NOUN VERB DET NOUN PUNCT,_SP PRP VBD VBN IN NNS IN PRP VBD TO VB PRP$ NN VBG DT NN ., nsubjpass auxpass ROOT prep pobj mark nsubj advcl aux xcomp poss dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('was', 'VBD', 'O'), ('staggered', 'VBN', 'O'), ('with', 'IN', 'O'), ('bills', 'NNS', 'O'), ('after', 'IN', 'O'), ('she', 'PRP', 'O'), ('tried', 'VBD', 'O'), ('to', 'TO', 'O'), ('rebuild', 'VB', 'O'), ('her', 'PRP$', 'O'), ('house', 'NN', 'O'), ('following', 'VBG', 'O'), ('the', 'DT', 'O'), ('earthquake', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('bills', 'NP', 'bills'), ('she', 'NP', 'she'), ('her house', 'NP', 'house'), ('the earthquake', 'NP', 'earthquake')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
meat,,salt, people used to salt meats on ships .,3,0,  people use to salt meat on ship .,SPACE NOUN VERB PART VERB NOUN ADP NOUN PUNCT,_SP NNS VBD TO VB NNS IN NNS ., nsubj ROOT aux xcomp dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('people', 'NNS', 'O'), ('used', 'VBD', 'O'), ('to', 'TO', 'O'), ('salt', 'VB', 'O'), ('meats', 'NNS', 'O'), ('on', 'IN', 'O'), ('ships', 'NNS', 'O'), ('.', '.', 'O')]","[(' people', 'NP', 'people'), ('meats', 'NP', 'meats'), ('ships', 'NP', 'ships')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
cold,,pierce, The cold pierced her bones .,2,1,  the cold pierce -PRON- bone .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD PRP$ NNS ., det nsubj ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('cold', 'NN', 'O'), ('pierced', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('bones', 'NNS', 'O'), ('.', '.', 'O')]","[(' The cold', 'NP', 'cold'), ('her bones', 'NP', 'bones')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
fortune,,vest, She vested her vast fortune in her two sons .,1,0,  -PRON- vest -PRON- vast fortune in -PRON- two son .,SPACE PRON VERB DET ADJ NOUN ADP DET NUM NOUN PUNCT,_SP PRP VBD PRP$ JJ NN IN PRP$ CD NNS ., nsubj ROOT poss amod dobj prep poss nummod pobj punct,two,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('vested', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('vast', 'JJ', 'O'), ('fortune', 'NN', 'O'), ('in', 'IN', 'O'), ('her', 'PRP$', 'O'), ('two', 'CD', 'B-CARDINAL'), ('sons', 'NNS', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her vast fortune', 'NP', 'fortune'), ('her two sons', 'NP', 'sons')]",none,neutral,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.1531}"
meeting,,crown, The speech crowned the meeting .,2,1,  the speech crown the meeting .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('speech', 'NN', 'O'), ('crowned', 'VBD', 'O'), ('the', 'DT', 'O'), ('meeting', 'NN', 'O'), ('.', '.', 'O')]","[(' The speech', 'NP', 'speech'), ('the meeting', 'NP', 'meeting')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
yellow,,wear, She was wearing yellow that day .,2,0,  -PRON- be wear yellow that day .,SPACE PRON AUX VERB ADV DET NOUN PUNCT,_SP PRP VBD VBG RB DT NN ., nsubj aux ROOT dobj det npadvmod punct,that day,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('was', 'VBD', 'O'), ('wearing', 'VBG', 'O'), ('yellow', 'RB', 'O'), ('that', 'DT', 'B-DATE'), ('day', 'NN', 'I-DATE'), ('.', '.', 'O')]","[(' She', 'NP', 'She')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
trouble,,drown, She drowned her trouble in alcohol .,1,1,  -PRON- drown -PRON- trouble in alcohol .,SPACE PRON VERB DET NOUN ADP NOUN PUNCT,_SP PRP VBD PRP$ NN IN NN ., nsubj ROOT poss dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('drowned', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('trouble', 'NN', 'O'), ('in', 'IN', 'O'), ('alcohol', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her trouble', 'NP', 'trouble'), ('alcohol', 'NP', 'alcohol')]",none,negative,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.765}"
hope,,shake, The bad news shook her hopes .,3,1,  the bad news shake -PRON- hope .,SPACE DET ADJ NOUN VERB DET NOUN PUNCT,_SP DT JJ NN VBD PRP$ NNS ., det amod nsubj ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('bad', 'JJ', 'O'), ('news', 'NN', 'O'), ('shook', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('hopes', 'NNS', 'O'), ('.', '.', 'O')]","[(' The bad news', 'NP', 'news'), ('her hopes', 'NP', 'hopes')]",none,negative,"{'neg': 0.458, 'neu': 0.28, 'pos': 0.262, 'compound': -0.2732}"
interest,,absorb, Her interest in butterflies absorbs her completely .,4,1,  -PRON- interest in butterfly absorb -PRON- completely .,SPACE DET NOUN ADP NOUN VERB PRON ADV PUNCT,_SP PRP$ NN IN NNS VBZ PRP RB ., poss nsubj prep pobj ROOT dobj advmod punct,,"[(' ', '_SP', 'O'), ('Her', 'PRP$', 'O'), ('interest', 'NN', 'O'), ('in', 'IN', 'O'), ('butterflies', 'NNS', 'O'), ('absorbs', 'VBZ', 'O'), ('her', 'PRP', 'O'), ('completely', 'RB', 'O'), ('.', '.', 'O')]","[(' Her interest', 'NP', 'interest'), ('butterflies', 'NP', 'butterflies'), ('her', 'NP', 'her')]",none,neutral,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}"
image,,shed, He shed his image as a pushy boss .,1,1,  -PRON- shed -PRON- image as a pushy boss .,SPACE PRON VERB DET NOUN SCONJ DET ADJ NOUN PUNCT,_SP PRP VBD PRP$ NN IN DT JJ NN ., nsubj ROOT poss dobj prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('shed', 'VBD', 'O'), ('his', 'PRP$', 'O'), ('image', 'NN', 'O'), ('as', 'IN', 'O'), ('a', 'DT', 'O'), ('pushy', 'JJ', 'O'), ('boss', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('his image', 'NP', 'image'), ('a pushy boss', 'NP', 'boss')]",none,neutral,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}"
idea,,square, one idea squares with the other one .,2,1,  one idea square with the other one .,SPACE NUM NOUN NOUN ADP DET ADJ NUM PUNCT,_SP CD NN NNS IN DT JJ CD ., nummod compound ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('one', 'CD', 'O'), ('idea', 'NN', 'O'), ('squares', 'NNS', 'O'), ('with', 'IN', 'O'), ('the', 'DT', 'O'), ('other', 'JJ', 'O'), ('one', 'CD', 'O'), ('.', '.', 'O')]","[(' one idea squares', 'NP', 'squares')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
cat,,scrape, The cat scraped at the armchair .,2,0,  the cat scrape at the armchair .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NN VBD IN DT NN ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('cat', 'NN', 'O'), ('scraped', 'VBD', 'O'), ('at', 'IN', 'O'), ('the', 'DT', 'O'), ('armchair', 'NN', 'O'), ('.', '.', 'O')]","[(' The cat', 'NP', 'cat'), ('the armchair', 'NP', 'armchair')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
information,,digest, I can not digest all this information .,3,1,  -PRON- can not digest all this information .,SPACE PRON VERB PART VERB DET DET NOUN PUNCT,_SP PRP MD RB VB PDT DT NN ., nsubj aux neg ROOT predet det dobj punct,,"[(' ', '_SP', 'O'), ('I', 'PRP', 'O'), ('can', 'MD', 'O'), ('not', 'RB', 'O'), ('digest', 'VB', 'O'), ('all', 'PDT', 'O'), ('this', 'DT', 'O'), ('information', 'NN', 'O'), ('.', '.', 'O')]","[(' I', 'NP', 'I'), ('all this information', 'NP', 'information')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
ball,,bounce, The rubber ball bounced .,3,0,  the rubber ball bounce .,SPACE DET NOUN NOUN VERB PUNCT,_SP DT NN NN VBD ., det compound nsubj ROOT punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('rubber', 'NN', 'O'), ('ball', 'NN', 'O'), ('bounced', 'VBD', 'O'), ('.', '.', 'O')]","[(' The rubber ball', 'NP', 'ball')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
worker,,suck, The current boom in the economy sucked many workers in from abroad .,6,1,  the current boom in the economy suck many worker in from abroad .,SPACE DET ADJ NOUN ADP DET NOUN VERB ADJ NOUN ADP ADP ADV PUNCT,_SP DT JJ NN IN DT NN VBD JJ NNS IN IN RB ., det amod nsubj prep det pobj ROOT amod dobj prep prep pcomp punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('current', 'JJ', 'O'), ('boom', 'NN', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('economy', 'NN', 'O'), ('sucked', 'VBD', 'O'), ('many', 'JJ', 'O'), ('workers', 'NNS', 'O'), ('in', 'IN', 'O'), ('from', 'IN', 'O'), ('abroad', 'RB', 'O'), ('.', '.', 'O')]","[(' The current boom', 'NP', 'boom'), ('the economy', 'NP', 'economy'), ('many workers', 'NP', 'workers')]",none,neutral,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.4588}"
worker,,spell, the workers spell every four hours .,2,1,  the worker spell every four hour .,SPACE DET NOUN VERB DET NUM NOUN PUNCT,_SP DT NNS VBP DT CD NNS ., det nsubj ROOT det nummod dobj punct,every four hours,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('workers', 'NNS', 'O'), ('spell', 'VBP', 'O'), ('every', 'DT', 'B-TIME'), ('four', 'CD', 'I-TIME'), ('hours', 'NNS', 'I-TIME'), ('.', '.', 'O')]","[(' the workers', 'NP', 'workers'), ('every four hours', 'NP', 'hours')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tear,,stream, Tears streamed down her face .,1,0,  tear stream down -PRON- face .,SPACE NOUN VERB ADP DET NOUN PUNCT,_SP NNS VBD IN PRP$ NN ., nsubj ROOT prt poss dobj punct,,"[(' ', '_SP', 'O'), ('Tears', 'NNS', 'O'), ('streamed', 'VBD', 'O'), ('down', 'IN', 'O'), ('her', 'PRP$', 'O'), ('face', 'NN', 'O'), ('.', '.', 'O')]","[(' Tears', 'NP', 'Tears'), ('her face', 'NP', 'face')]",none,neutral,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}"
democracy,,uproot, The vestiges of political democracy were soon uprooted .,7,1,  the vestige of political democracy be soon uproot .,SPACE DET NOUN ADP ADJ NOUN AUX ADV VERB PUNCT,_SP DT NNS IN JJ NN VBD RB VBN ., det nsubjpass prep amod pobj auxpass advmod ROOT punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('vestiges', 'NNS', 'O'), ('of', 'IN', 'O'), ('political', 'JJ', 'O'), ('democracy', 'NN', 'O'), ('were', 'VBD', 'O'), ('soon', 'RB', 'O'), ('uprooted', 'VBN', 'O'), ('.', '.', 'O')]","[(' The vestiges', 'NP', 'vestiges'), ('political democracy', 'NP', 'democracy')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
pound,,down, Some people can down a pound of meat in the course of one meal .,3,1,  some people can down a pound of meat in the course of one meal .,SPACE DET NOUN VERB ADP DET NOUN ADP NOUN ADP DET NOUN ADP NUM NOUN PUNCT,_SP DT NNS MD IN DT NN IN NN IN DT NN IN CD NN ., det nsubj aux ROOT det npadvmod prep pobj prep det pobj prep nummod pobj punct,one,"[(' ', '_SP', 'O'), ('Some', 'DT', 'O'), ('people', 'NNS', 'O'), ('can', 'MD', 'O'), ('down', 'IN', 'O'), ('a', 'DT', 'O'), ('pound', 'NN', 'O'), ('of', 'IN', 'O'), ('meat', 'NN', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('course', 'NN', 'O'), ('of', 'IN', 'O'), ('one', 'CD', 'B-CARDINAL'), ('meal', 'NN', 'O'), ('.', '.', 'O')]","[(' Some people', 'NP', 'people'), ('meat', 'NP', 'meat'), ('the course', 'NP', 'course'), ('one meal', 'NP', 'meal')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
word,,drink, The mother drinks in every word of her son on the stage .,2,1,  the mother drink in every word of -PRON- son on the stage .,SPACE DET NOUN VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,_SP DT NN VBZ IN DT NN IN PRP$ NN IN DT NN ., det nsubj ROOT prep det pobj prep poss pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('mother', 'NN', 'O'), ('drinks', 'VBZ', 'O'), ('in', 'IN', 'O'), ('every', 'DT', 'O'), ('word', 'NN', 'O'), ('of', 'IN', 'O'), ('her', 'PRP$', 'O'), ('son', 'NN', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('stage', 'NN', 'O'), ('.', '.', 'O')]","[(' The mother', 'NP', 'mother'), ('every word', 'NP', 'word'), ('her son', 'NP', 'son'), ('the stage', 'NP', 'stage')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
paint,,dash, blue paint dashed with white .,2,0,  blue paint dash with white .,SPACE ADJ NOUN VERB ADP NOUN PUNCT,_SP JJ NN VBD IN NN ., amod nsubj ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('blue', 'JJ', 'O'), ('paint', 'NN', 'O'), ('dashed', 'VBD', 'O'), ('with', 'IN', 'O'), ('white', 'NN', 'O'), ('.', '.', 'O')]","[(' blue paint', 'NP', 'paint'), ('white', 'NP', 'white')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
volcano,,erupt, Vesuvius erupts once in a while .,1,0,  Vesuvius erupt once in a while .,SPACE PROPN VERB ADV ADP DET NOUN PUNCT,_SP NNP VBZ RB IN DT NN ., nsubj ROOT advmod prep det pobj punct,Vesuvius,"[(' ', '_SP', 'O'), ('Vesuvius', 'NNP', 'B-GPE'), ('erupts', 'VBZ', 'O'), ('once', 'RB', 'O'), ('in', 'IN', 'O'), ('a', 'DT', 'O'), ('while', 'NN', 'O'), ('.', '.', 'O')]","[(' Vesuvius', 'NP', 'Vesuvius'), ('a while', 'NP', 'while')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
immigrant,,absorb, The immigrants were quickly absorbed into society .,4,1,  the immigrant be quickly absorb into society .,SPACE DET NOUN AUX ADV VERB ADP NOUN PUNCT,_SP DT NNS VBD RB VBN IN NN ., det nsubjpass auxpass advmod ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('immigrants', 'NNS', 'O'), ('were', 'VBD', 'O'), ('quickly', 'RB', 'O'), ('absorbed', 'VBN', 'O'), ('into', 'IN', 'O'), ('society', 'NN', 'O'), ('.', '.', 'O')]","[(' The immigrants', 'NP', 'immigrants'), ('society', 'NP', 'society')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tree,,line, trees line the riverbank .,1,1,  tree line the riverbank .,SPACE NOUN VERB DET NOUN PUNCT,_SP NNS VBP DT NN ., nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('trees', 'NNS', 'O'), ('line', 'VBP', 'O'), ('the', 'DT', 'O'), ('riverbank', 'NN', 'O'), ('.', '.', 'O')]","[(' trees', 'NP', 'trees'), ('the riverbank', 'NP', 'riverbank')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
price,,climb, Sales were climbing after prices were lowered .,2,1,  sale be climb after price be lower .,SPACE NOUN AUX VERB ADP NOUN AUX VERB PUNCT,_SP NNS VBD VBG IN NNS VBD VBN ., nsubj aux ROOT mark nsubjpass auxpass advcl punct,,"[(' ', '_SP', 'O'), ('Sales', 'NNS', 'O'), ('were', 'VBD', 'O'), ('climbing', 'VBG', 'O'), ('after', 'IN', 'O'), ('prices', 'NNS', 'O'), ('were', 'VBD', 'O'), ('lowered', 'VBN', 'O'), ('.', '.', 'O')]","[(' Sales', 'NP', 'Sales'), ('prices', 'NP', 'prices')]",none,neutral,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}"
courage,,salute, I salute your courage !,1,1,  -PRON- salute -PRON- courage !,SPACE PRON VERB DET NOUN PUNCT,_SP PRP VBP PRP$ NN ., nsubj ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('I', 'PRP', 'O'), ('salute', 'VBP', 'O'), ('your', 'PRP$', 'O'), ('courage', 'NN', 'O'), ('!', '.', 'O')]","[(' I', 'NP', 'I'), ('your courage', 'NP', 'courage')]",none,postive,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.5411}"
forest,,scorch, The wildfire scorched the forest and several homes .,2,0,  the wildfire scorch the forest and several home .,SPACE DET NOUN VERB DET NOUN CCONJ ADJ NOUN PUNCT,_SP DT NN VBD DT NN CC JJ NNS ., det nsubj ROOT det dobj cc amod conj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('wildfire', 'NN', 'O'), ('scorched', 'VBD', 'O'), ('the', 'DT', 'O'), ('forest', 'NN', 'O'), ('and', 'CC', 'O'), ('several', 'JJ', 'O'), ('homes', 'NNS', 'O'), ('.', '.', 'O')]","[(' The wildfire', 'NP', 'wildfire'), ('the forest', 'NP', 'forest'), ('several homes', 'NP', 'homes')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
